date,pdvmily,rgdppc,govpc,tbill,totdefgdp,feddebtgdp,tfp_adj
1967-01-01,4.84034005312734,-3.82331219535559,-5.24771793127083,4.5133,-3.64050298711662,31.204145840734,2.45249507482692
1967-04-01,0.738088732577049,-3.82486166665329,-5.24931711059652,3.66,-3.4192412830940198,31.325419154739798,2.45710757164396
1967-07-01,0.458899441606186,-3.81899235373943,-5.23935493845312,4.3,-3.57708601731857,31.4362742662578,2.4616805672876
1967-10-01,-1.18387405597025,-3.81388186595154,-5.22957743556694,4.7533,-3.28355611718103,31.6299299464399,2.46912747469954
1968-01-01,0.580223845116543,-3.79597097861652,-5.21296043813818,5.050000000000001,-2.83160792127916,31.3563383054559,2.48000294673434
1968-04-01,-2.65184822365204,-3.7814305275213,-5.20814963985796,5.52,-2.9371095758983,30.919732174568797,2.48747645355991
1968-07-01,0.0,-3.77690315381851,-5.20384212679815,5.1967,-2.00560612189968,30.3354697479582,2.48981198760539
1968-10-01,0.0,-3.77523447262438,-5.20289572696548,5.5867,-1.8863805143151902,29.4473584808527,2.48230594833743
1969-01-01,0.0,-3.76193941252319,-5.20551541416927,6.0933,-0.75345324802303,28.2810284012373,2.48421985267184
1969-04-01,0.0,-3.76092782941869,-5.2068839307973,6.1967,-0.840439416689325,27.4971804345198,2.47973824580098
1969-07-01,0.0,-3.75740558803514,-5.19948761691617,7.023300000000001,-1.54070433147626,26.8284614500369,2.48077453527112
1969-10-01,0.0,-3.7647717370688,-5.21407933641919,7.3533,-1.71029095279455,26.6652477008812,2.47219952912595
1970-01-01,-0.489886326524992,-3.76906759434746,-5.20992372563907,7.21,-2.65769852370599,26.552240165448097,2.48335877616735
1970-04-01,-0.28733845133052,-3.77028664199291,-5.22154905030956,6.6767,-3.4575791797126296,26.4644792480751,2.49558581372784
1970-07-01,0.0,-3.76479358028171,-5.21134271019567,6.326700000000001,-3.9413950161080797,26.423510274304903,2.50781299066531
1970-10-01,0.0,-3.77863178096317,-5.21170098778267,5.3533,-4.3977061689224595,26.7967628844037,2.51523891135329
1971-01-01,0.0,-3.75535310651707,-5.21739361077204,3.84,-3.87589709372409,26.1638581587698,2.52802869569601
1971-04-01,0.0,-3.75255438541006,-5.21719829429198,4.25,-4.64045658697865,26.1348962409519,2.52679762666153
1971-07-01,0.0,-3.74774983707229,-5.21658540993005,5.01,-4.5242266451582305,26.079028256935498,2.52863181039269
1971-10-01,0.0,-3.74801511320337,-5.21960382331912,4.2299999999999995,-4.26446395970009,26.1788269650639,2.52327457915031
1972-01-01,0.0,-3.73271784467803,-5.20053540686993,3.4367,-3.57434740114884,25.718185598515703,2.52154085521004
1972-04-01,0.0,-3.71214956592021,-5.19257863250807,3.7699999999999996,-4.18075372747685,25.3836894868342,2.52686253078705
1972-07-01,0.0,-3.70552014681688,-5.21384155564079,4.22,-3.12251292556817,25.3430399732332,2.52624789794708
1972-10-01,0.0,-3.69175086088835,-5.20432463117311,4.863300000000001,-4.1140534686750305,25.0337346440074,2.52749482525278
1973-01-01,0.0,-3.66964538553676,-5.19187766864233,5.7,-2.6725772761296103,24.4857769875884,2.52399580270587
1973-04-01,0.0,-3.66055314573813,-5.1973036835761,6.603299999999999,-2.96976640235175,24.0473399781908,2.52604257963877
1973-07-01,-0.365272318884345,-3.66844348451871,-5.2163438350959,8.3233,-2.17148484396875,23.7487704588702,2.51813639315131
1973-10-01,0.35505172249470096,-3.66167001539479,-5.2123909058518,7.5,-2.08917247086294,23.0380830545552,2.51738801927754
1974-01-01,0.0,-3.67208798008403,-5.1945370225931,7.6167,-2.29483770287509,22.8158384044132,2.52152392930752
1974-04-01,0.0,-3.67155198912319,-5.1863655146488,8.1533,-1.89019452750568,22.4020510711998,2.52225259272971
1974-07-01,0.0,-3.68374890778843,-5.18532004276885,8.19,-2.53929264887219,22.4173409280378,2.52140468034548
1974-10-01,0.0,-3.69042291255929,-5.18175308335522,7.359999999999999,-3.3311806333435903,22.520694177551,2.53037438144544
1975-01-01,0.0,-3.70466847883177,-5.17647101187165,5.75,-4.92118958531385,23.1829123495542,2.56474904188821
1975-04-01,0.0,-3.69923218930128,-5.18260025002721,5.3933,-8.1137931085194,23.828218133735,2.57955332051173
1975-07-01,0.0,-3.68578968920733,-5.17384096919454,6.329999999999999,-5.77659300335041,24.2140891537471,2.56955598803252
1975-10-01,0.0,-3.67507519907304,-5.16676826691608,5.6267,-5.6969885632377,24.701825281610603,2.56873476457682
1976-01-01,0.21914180259752802,-3.65494721516611,-5.16531761515359,4.9167000000000005,-4.88354231379704,25.060187802435802,2.56775419628302
1976-04-01,0.0,-3.64947607103604,-5.17674897694966,5.1567,-4.35654043322639,25.7084275475707,2.57042506756687
1976-07-01,0.0,-3.64690194790578,-5.1878547179616,5.1499999999999995,-4.50147037522829,26.2860911766808,2.57767698590118
1976-10-01,0.0,-3.64213429735989,-5.19002437741791,4.673299999999999,-4.70996060695303,26.5836241538723,2.58284778710471
1977-01-01,0.0,-3.63291217854984,-5.18341853405936,4.63,-3.8443261353063503,26.7225548905562,2.57622068738725
1977-04-01,0.0,-3.61585130826578,-5.17541592409097,4.84,-3.72788788465537,26.653406068096103,2.56965940268037
1977-07-01,-0.23960049510664902,-3.60103683570057,-5.17661600410884,5.496700000000001,-3.85882490653821,26.6642383551298,2.57115497373104
1977-10-01,0.0,-3.60384949052136,-5.18072481180056,6.11,-3.90553259766646,26.8407488589603,2.5655804876157
1978-01-01,0.0,-3.60275130791033,-5.18306045512239,6.3933,-4.015907217678119,27.0024002028878,2.55748071774359
1978-04-01,0.0,-3.5670827560549,-5.1637896785648,6.4767,-2.9616153140620503,25.9825940586205,2.57011833764987
1978-07-01,0.0,-3.56020017409296,-5.16086473154697,7.3133,-2.8847011163957,25.6551759976774,2.57216742358198
1978-10-01,0.0,-3.54982575580487,-5.15731250298605,8.57,-2.65495485938946,25.0875632954694,2.57135174614891
